鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
屏東巿,房地(土地+建物),屏東縣屏東市廣東路1531~1560號,32.62,住,,,1051201,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0841201,115.84,4,0,2,有,無,無,12000,104,,0.0,0,,RPPOMLKMKILFFAT09CC
屏東巿,房地(土地+建物),屏東縣屏東市公安街61~90號,47.0,住,,,1060101,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0650709,81.0,3,1,2,有,無,無,6500,80,,0.0,0,,RPWNMLRJKHMFFAT47CC
屏東巿,房地(土地+建物),屏東縣屏東市信義路271~300號,95.0,住,,,1060201,土地3建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0670905,191.76,0,0,0,無,無,無,15000,78,,0.0,0,,RPWNMLRKKHMFFAT57CC
潮州鎮,土地,新光華段361~390地號,238.53,其他,,,1060101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,63,,0.0,0,,RPRNMLLLKHMFFCT76CC
屏東巿,土地,楠樹腳段二小段1~30地號,297.0,其他,,,1060201,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,67,,0.0,0,,RPUOMLOLKHMFFAT37DC
