編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPRNMLSKKHMFFBC18CC,中正段一小段,.00,都市：商
RPRNMLSKKHMFFBC18CC,中正段一小段,.00,都市：商
RPQNMLOLKHMFFBC77CC,長潭段,.00,都市：住
RPQNMLOLKHMFFBC77CC,長潭段,.00,都市：住
RPRNMLOLKHMFFBC87CC,培德段,18.81,都市：住
RPVNMLOLKHMFFCC38CC,五堵段五堵北小段,.00,都市：住
