編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLSKKHMFFBC18CC,26,103.96,商業用,鋼筋混凝土造,80年5月27日,八層,
RPRNMLSKKHMFFBC18CC,26,165.88,住家用,鋼筋混凝土造,80年5月27日,八層,
RPQNMLOLKHMFFBC77CC,18,31.96,住家用,鋼筋混凝土造,88年1月14日,十六層,
RPRNMLOLKHMFFBC87CC,22,68.38,見其他登記事項,鋼筋混凝土造,84年6月10日,四層,
RPVNMLOLKHMFFCC38CC,36,92.24,商業用,鋼筋混凝土造,70年6月17日,五層,
