編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPOMLKMKILFFAT09CC,勝興段,32.62,都市：住
RPWNMLRJKHMFFAT47CC,明正段,47.00,都市：住
RPWNMLRKKHMFFAT57CC,斯文段,25.00,都市：住
RPWNMLRKKHMFFAT57CC,斯文段,8.00,都市：住
RPWNMLRKKHMFFAT57CC,斯文段,62.00,都市：住
RPRNMLLLKHMFFCT76CC,新光華段,238.53,都市：其他
RPUOMLOLKHMFFAT37DC,楠樹腳段二小段,19.00,都市：其他
RPUOMLOLKHMFFAT37DC,楠樹腳段二小段,162.00,都市：其他
RPUOMLOLKHMFFAT37DC,楠樹腳段二小段,86.00,都市：其他
RPUOMLOLKHMFFAT37DC,楠樹腳段二小段,30.00,都市：其他
