鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮中山路61~90號,66.71,商,,,1060101,土地1建物1車位0,見其他登記事項,2,店面(店鋪),商業用,加強磚造,0510430,122.74,0,0,0,無,無,無,16000,130,,0.0,0,,RPUNMLMJKHMFFDP66CC
斗六市,房地(土地+建物),雲林縣斗六市後庄路1~30號,349.33,,鄉村區,乙種建築用地,1060201,土地1建物1車位0,全,3,透天厝,住家用,鋼造,0850520,242.9,5,3,2,有,無,無,25000,103,,0.0,0,,RPWNMLQKKHMFFAP07CC
西螺鎮,房地(土地+建物),雲林縣西螺鎮延平路4531~4560號,140.52,住,,,1060201,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830120,263.52,3,2,3,有,無,有,15000,57,,0.0,0,,RPPNMLLLKHMFFCP78CC
