鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
苗栗市,建物,苗栗縣苗栗市文山里13鄰國華路901~930號,0.0,住,,,1060201,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,1020522,219.42,4,2,3,有,無,無,19000,87,,0.0,0,,RPVNMLLLKHMFFBK78CC
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮民權街51巷1~30號,13.11,商,,,1060201,土地1建物1車位1,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841108,156.27,3,2,2,有,有,有,12000,77,坡道機械,0.0,0,,RPVOMLLLKHMFFDK09CC
