鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
信義區,建物,基隆市信義區信二路241~270號,0.0,商,,,1060125,土地0建物2車位0,見其他登記事項,8,店面(店鋪),住家用,鋼筋混凝土造,0800527,269.84,0,0,0,無,無,無,130000,482,,0.0,0,,RPRNMLSKKHMFFBC18CC
中正區,建物,基隆市中正區觀海街181~210號,0.0,住,,,1060220,土地0建物1車位0,六層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880114,31.96,1,1,1,有,有,有,5000,156,,0.0,0,,RPQNMLOLKHMFFBC77CC
信義區,房地(土地+建物),基隆市信義區深澳坑路168巷46弄1~30號,18.81,住,,,1060208,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0840610,68.38,3,2,2,有,無,有,8000,117,,0.0,0,,RPRNMLOLKHMFFBC87CC
七堵區,建物,基隆市七堵區百六街1~30號,0.0,住,,,1060214,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0700617,92.24,0,0,0,無,無,無,26000,282,,0.0,0,,RPVNMLOLKHMFFCC38CC
